loan_id,status,dependants,loan_usage
73f20cf95d,paid,3,Otros
7720a557a2,paid,1,Personal
7e93476d2e,loan,3,Otros
82c029fd83,loan,3,Otros
8a90d7db5e,paid,0,Educacion
8cad294a42,loan,1,Otros
8d560c172f,paid,1,Inversion
9423cb71fe,paid,0,Personal
986493de1a,paid,0,Inversion
9b1766176e,loan,0,Otros
9bc0dd03fe,paid,0,Otros
a3a60c03f4,paid,1,Educacion
a62292337f,paid,1,Inversion
a9c77db12d,loan,1,Inversion
ae0f9d2a4f,paid,0,Personal
aeba174613,paid,1,Inversion
b49f3383f1,paid,1,Personal
bdc505a068,loan,3,Educacion
c0012b198c,loan,2,Inversion
c2130b0945,loan,1,Otros
c273cf66c2,loan,1,Otros
c3be7be195,paid,1,Inversion
cdef782125,loan,0,Otros
d0b4f4ab61,paid,0,Otros
d537bddf33,paid,0,Personal
da5b6dfde4,paid,3,Personal
e401507f8f,loan,0,Inversion
e45d5495d6,paid,1,Otros
e6137f6442,loan,1,Otros
e7ae42d1cc,loan,1,Otros
ea022c215d,paid,0,Educacion
eb525b0d88,loan,1,Otros
ef03bc4fbd,loan,0,Otros
f0020863d5,loan,2,Personal
f10487e712,paid,3,Inversion
f53155bd3b,paid,1,Otros
f8eb1234fe,paid,2,Otros
fe9ceb2312,loan,1,Inversion
00c1f74648,paid,3,Otros
037ba9a36d,loan,0,Otros
057cc60967,paid,1,Educacion
0764cc1879,paid,1,Inversion
0a8c90c44d,paid,3,Otros
0efe7eaae9,loan,2,Otros
0f66043197,paid,2,Educacion
1bca6d2fc1,paid,0,Educacion
2013b518d9,paid,1,Educacion
202fd3adf2,loan,0,Educacion
2104b7c7fa,paid,0,Inversion
23e68d6dd6,paid,0,Inversion
24cccda611,paid,3,Inversion
282ec11a3c,loan,0,Otros
2857bbce69,loan,1,Otros
2a05ba2884,paid,1,Educacion
2f069da7fd,paid,3,Educacion
2f50a6549f,paid,0,Inversion
3245a10386,paid,0,Otros
35ae3a2c82,paid,0,Educacion
37b6471d45,paid,3,Otros
3b1ff04231,paid,0,Otros
4814aace9d,paid,0,Inversion
48878e1a5e,paid,1,Inversion
4a621861f0,paid,2,Educacion
4ae75eee8b,paid,1,Educacion
4f1dadef40,paid,0,Otros
50ad6e2bf2,paid,3,Inversion
50c765b7b7,paid,0,Inversion
50de8b2795,paid,0,Otros
541de3b668,paid,3,Inversion
546eafbd63,loan,0,Otros
5489d3375c,paid,3,Otros
552e035bee,paid,0,Personal
59830485af,paid,2,Inversion
5c574ab197,paid,0,Educacion
64546d0036,paid,0,Otros
654dbc4b98,paid,0,Otros
6664b3a669,paid,1,Educacion
6a2ba8537f,paid,3,Educacion
6b5c6a63da,paid,0,Otros
6d87a204cf,paid,0,Educacion
741451722c,paid,0,Educacion
743fa0af73,paid,0,Inversion
7b40c669c4,paid,0,Educacion
806359779a,paid,3,Otros
8514f5d255,paid,2,Otros
883ba70ef7,paid,0,Otros
8b0c7d9b9b,paid,3,Educacion
8bfb3b6c6c,paid,2,Otros
8e11dfeffc,paid,1,Educacion
92e8907b8b,paid,3,Inversion
93e3aac557,paid,1,Otros
962ac7dd8c,loan,3,Educacion
9642d49bf3,paid,1,Educacion
97bd839f31,paid,1,Otros
9858c4f707,paid,0,Personal
9ae3582731,paid,0,Otros
9b0ec2b1a6,paid,1,Inversion
9dea648e94,paid,2,Educacion
9e77b22d32,paid,2,Otros
a1f48a762e,paid,0,Inversion
aca1e9355f,paid,0,Educacion
af66cf97a6,paid,3,Inversion
b12c3f3937,paid,2,Otros
b57af6b5fe,paid,1,Otros
b6891c9e4f,loan,0,Otros
b722b8cb7f,paid,3,Otros
b8394b0089,paid,1,Inversion
bcad50d1fa,paid,0,Educacion
c09b670b55,loan,0,Otros
c0e9684df1,paid,0,Otros
c2e1eeceaa,paid,0,Educacion
c503a58b11,paid,2,Inversion
ce2bfe1a6f,loan,0,Otros
cedd700260,paid,3,Educacion
d000e3f112,loan,1,Inversion
d104cff110,paid,2,Educacion
dcac949ffc,paid,0,Otros
e06a77dbf8,paid,2,Otros
e7bf75745c,paid,0,Otros
e964109673,paid,0,Personal
ed2f7ae496,paid,0,Personal
f617a51386,paid,1,Otros
f98bfee1dc,loan,0,Inversion
fb7513baaf,loan,0,Inversion
0591a5ec5d,paid,0,Personal
12b121d96f,paid,0,Educacion
1937b53be1,paid,0,Educacion
2358b80555,paid,0,Personal
2394eb3e84,paid,2,Otros
23a052d318,loan,0,Otros
23a45b5bd5,loan,1,Inversion
293d71f5ea,paid,2,Educacion
2e2cf607c3,paid,2,Educacion
34f90d6c54,loan,0,Inversion
39c50167e0,loan,0,Inversion
4086aac36e,loan,0,Otros
549937a14b,paid,0,Personal
55d7b56009,paid,1,Inversion
571b3e1e6b,loan,0,Personal
5f4406c9e2,paid,1,Inversion
6382b8d5ed,paid,1,Inversion
6def33da4a,paid,0,Otros
6e9a5fb829,paid,1,Inversion
733f7bd02e,paid,0,Educacion
73d5a5079f,paid,0,Otros
7abc9fd8e9,paid,2,Personal
7fcaccb971,paid,0,Personal
80ec99dd94,paid,0,Otros
81652100b9,paid,0,Otros
847a15300a,paid,0,Otros
84bca54848,paid,0,Educacion
85a652f2db,paid,0,Personal
8b83a24687,paid,0,Otros
8bc1f96005,paid,2,Inversion
8c40968c59,paid,0,Inversion
8ee4287c10,paid,2,Educacion
98cf7df9df,loan,1,Educacion
9bda4bf8bc,loan,1,Inversion
9f8753ea95,paid,3,Otros
a0a59a6af7,loan,1,Otros
a31b134451,paid,0,Otros
a35d32c441,paid,0,Personal
a58db9fd65,paid,3,Otros
a993fe57bb,paid,3,Educacion
aa79c18722,paid,2,Inversion
b9cfe8651d,loan,3,Educacion
bd503be2bc,paid,0,Educacion
bec5c04602,loan,2,Otros
bf09451bde,paid,1,Otros
c3121d172a,paid,0,Otros
c8b13d3e72,paid,0,Personal
ca9013ef3b,paid,1,Educacion
ce41aff5a3,loan,2,Otros
d4ea30e351,paid,0,Educacion
dd0c2f0f54,paid,0,Otros
de282d0f75,paid,2,Otros
e138ea0564,paid,2,Personal
e79efa5941,paid,0,Educacion
e7e8623d89,paid,0,Inversion
e8a913008e,paid,1,Inversion
e9dd1d4553,loan,1,Inversion
eb0d34daf9,paid,3,Otros
ebc5edc0c8,loan,0,Inversion
ecde51aac0,paid,1,Personal
f0089ae7e6,paid,0,Inversion
f0253e4507,paid,2,Educacion
f1cd682f25,paid,0,Otros
f665653532,paid,0,Inversion
f9e1afc39f,paid,0,Personal
fe0757f727,paid,1,Inversion
ffe2bab117,paid,1,Otros
03c74fa0ad,paid,3,Educacion
0438eca293,loan,1,Inversion
07aaf32c68,paid,1,Educacion
08d30dce1d,paid,3,Otros
09f1333e93,paid,0,Personal
0d010b468c,paid,0,Otros
18a6e94d0c,loan,0,Otros
21c964b14a,paid,0,Otros
2221cddd7b,paid,0,Personal
2571f535e7,paid,1,Inversion
28be21d4fb,paid,2,Educacion
2a789263c6,paid,0,Otros
2b3d05c332,paid,3,Educacion
2bc2e0b83e,paid,1,Otros
2f303d94af,paid,1,Educacion
383ac353ea,paid,0,Educacion
3c23c3de67,paid,1,Otros
3eec399b3f,paid,3,Inversion
3f8ed60807,paid,1,Otros
4c93beaeef,paid,0,Otros
508436382c,paid,2,Educacion
51f1c8e861,loan,0,Otros
54f55f2d03,paid,0,Educacion
5ec79a7279,loan,0,Otros
6264edee1d,loan,0,Otros
6efc574352,loan,1,Otros
74923ca12f,paid,0,Educacion
851c695613,paid,0,Otros
8fdd00026f,paid,1,Educacion
923804292b,paid,0,Educacion
95f1732685,loan,3,Otros
9985bf26a2,paid,0,Educacion
9af21fb846,paid,2,Otros
a4acc3157f,paid,0,Otros
aae6b69b02,paid,0,Educacion
b0c5edaac2,paid,2,Inversion
b67bede9e0,paid,0,Inversion
b714ea57c9,loan,0,Inversion
b7fb40521e,loan,0,Inversion
bb5b33793e,paid,0,Otros
be2038bd77,loan,2,Otros
c3a51e2f9d,loan,0,Personal
ca99cc0217,paid,0,Personal
cd753fba28,paid,3,Otros
d4bf0d9907,paid,0,Educacion
d821e15e76,paid,3,Otros
dd6bfa5b47,paid,0,Inversion
e61b9828e0,paid,1,Otros
e9f481808b,loan,3,Educacion
f21d228699,paid,0,Otros
fff1e0f00c,paid,3,Inversion
022b70955b,loan,3,Otros
0393be6138,paid,0,Otros
07a3c25af9,paid,0,Inversion
08d62ab057,paid,1,Educacion
0e44143dbd,paid,2,Otros
0f7de82147,loan,0,Personal
118463f6fa,paid,1,Inversion
127886c728,paid,1,Personal
132c2e9d35,paid,0,Inversion
18776c35d3,paid,0,Educacion
21f1f889d3,paid,0,Educacion
299aa64039,paid,1,Inversion
2bbc9e3e5d,paid,2,Otros
2d41533d5f,paid,0,Otros
2f22b25838,paid,0,Otros
2f290108de,paid,3,Otros
30a99c5b78,loan,0,Otros
35d32ade7d,loan,1,Inversion
3d782af27b,paid,0,Otros
40fe7db0c8,paid,3,Otros
47d1b0841c,paid,0,Educacion
49a5d2578d,paid,0,Personal
4e4264336c,paid,0,Otros
4f76d10ab7,paid,0,Personal
4f88511e85,paid,0,Educacion
55fb28bd3d,loan,0,Inversion
568481e5fe,paid,2,Otros
582af1732d,paid,0,Otros
64b51c4488,loan,0,Otros
65671dbccd,paid,0,Otros
69c04c24c5,loan,2,Personal
6b02c3a929,loan,2,Inversion
6b3d720b25,paid,1,Otros
6e03db0057,paid,0,Inversion
74ea8a8d83,loan,0,Otros
762e83f7dc,paid,3,Otros
77322f21ca,paid,0,Otros
77571c47b7,loan,0,Otros
78e2bef3d9,paid,0,Educacion
7a01d0132f,paid,1,Otros
7a8a9be764,paid,0,Inversion
7d8c4bd735,paid,0,Personal
8210bd3db8,loan,1,Inversion
865aff8958,paid,3,Otros
8936bc6e61,paid,1,Educacion
8aa5d0657e,paid,0,Educacion
8b93f06544,paid,0,Inversion
8c8ea3faba,paid,0,Otros
96d4baf4d4,loan,1,Personal
9aa01f4c97,paid,3,Personal
a35457c337,loan,2,Inversion
a37580d8e4,loan,2,Otros
a76e62c455,paid,1,Otros
a87ab78206,paid,0,Personal
b18444c4eb,paid,0,Personal
ba7fa4a1b6,loan,0,Educacion
bc87c24d3c,paid,2,Otros
bd1b65fa8a,paid,1,Educacion
becd21b307,loan,0,Otros
c095714fee,loan,0,Otros
c2adbd4e87,paid,0,Otros
d020d38395,loan,0,Otros
d2d21893c4,paid,0,Inversion
d43ea8c62a,paid,1,Personal
d93679ea27,paid,0,Personal
d9e9af54a7,paid,0,Otros
da6d46284b,loan,2,Otros
de1ae31be8,paid,3,Educacion
e267fda810,paid,2,Educacion
e8c43d7aa1,paid,0,Inversion
ea2334cdd2,loan,0,Otros
ec50c58978,paid,0,Inversion
f3510e9406,paid,3,Educacion
f464267477,paid,0,Otros
f9ee9b2886,loan,1,Inversion
fd2b5a96a7,loan,0,Educacion
00fe52e5a4,paid,0,Otros
0611aefc3d,paid,1,Educacion
084e4e5890,paid,0,Personal
0b3de962fe,paid,0,Educacion
0ceaca729e,loan,0,Otros
1cb86e9799,paid,3,Inversion
20054e8170,paid,1,Educacion
235813e1e9,paid,2,Personal
2d1ad4ffd2,paid,0,Educacion
2f69cfaece,paid,0,Personal
371ff8f140,paid,1,Otros
3752b24f5e,paid,2,Inversion
37aa79d23c,paid,3,Personal
4366f5704c,paid,1,Otros
466b2d0eba,loan,1,Otros
4b44906ee1,paid,0,Otros
54b6626a69,paid,0,Otros
658a793929,paid,0,Inversion
699511212a,paid,0,Educacion
7b4a92fb2c,paid,2,Inversion
7fd66cbcd8,paid,3,Otros
9463f5ceff,paid,1,Otros
96b521a814,paid,0,Inversion
9caa00d9b2,paid,0,Otros
a452538c41,paid,0,Inversion
aa48dd3d00,loan,0,Otros
adaefd7e01,paid,1,Personal
b9e27321aa,loan,3,Inversion
bb2b2b7d9e,paid,1,Inversion
c26474cce0,paid,1,Educacion
c8efd00ad0,paid,1,Educacion
c9a78d3868,paid,2,Personal
caf9d6121c,paid,3,Inversion
cd94c9e603,paid,2,Personal
d2ae39cddb,paid,0,Educacion
d4c78add41,paid,3,Inversion
d629bcc45a,paid,0,Personal
d69333416c,paid,0,Inversion
de31ea3e98,paid,0,Personal
e42048dfe7,paid,2,Educacion
e473a6138b,loan,0,Personal
e67909d477,loan,0,Otros
e72e9d064c,paid,0,Educacion
ebe3d81d74,loan,3,Inversion
ed2ed09a1e,paid,0,Inversion
ed4554bdaa,paid,0,Educacion
f0756b6255,paid,0,Inversion
f27c8345d5,paid,0,Inversion
f7da7eeb1b,paid,0,Inversion
f814f368a7,paid,0,Educacion
faa7e089f0,loan,1,Otros
02b36faf68,paid,1,Inversion
03d6aedb4a,paid,3,Otros
070f1f5c21,paid,1,Personal
1e41f8b0fe,paid,0,Otros
21a4bc18e3,paid,2,Personal
229a645363,paid,0,Personal
2388f399e2,paid,2,Educacion
25b10497da,paid,0,Otros
27adcaae61,loan,2,Otros
28a04e01eb,paid,1,Inversion
33fca91870,loan,3,Otros
3693028925,paid,3,Inversion
390b40f225,paid,1,Otros
3fca2e5c1e,loan,1,Inversion
48f17feb32,loan,1,Otros
57470bc1eb,loan,0,Otros
595c7455a5,paid,0,Personal
5b0d957b12,paid,3,Educacion
5e40f3c6c0,paid,1,Inversion
76edaaaaf4,paid,0,Educacion
7af293e2af,loan,1,Personal
7cc49a6f66,paid,0,Personal
80b0d691ca,paid,0,Inversion
a46377d114,paid,2,Inversion
a65337a6e1,paid,2,Otros
ac2c07c964,paid,0,Inversion
b2d1553385,paid,1,Otros
c0b9b2585d,paid,0,Otros
e30feebea3,paid,0,Educacion
e3655e302b,paid,2,Inversion
f6c389b650,loan,1,Otros
fb640cf2cf,paid,1,Otros
0c2169b0c0,paid,3,Personal
16cd0df961,paid,0,Educacion
1c369cddd2,loan,3,Otros
247462f81a,paid,0,Inversion
2da85db8a9,paid,1,Otros
2f640af184,paid,1,Inversion
2fe4b6c504,loan,0,Inversion
333bbaba7d,paid,0,Inversion
3a60b4573b,paid,3,Otros
42deca56a2,loan,1,Otros
51a6f868df,loan,2,Otros
74d8857b80,paid,0,Educacion
81480c1762,paid,0,Inversion
8a47563366,paid,2,Inversion
90c38b7e7b,paid,1,Educacion
92e8680389,loan,0,Personal
97bb33c5a7,paid,0,Otros
b582ebd79c,paid,2,Educacion
bbcfff65ce,paid,1,Inversion
d9fce21736,loan,0,Inversion
eaabf3cc31,paid,1,Personal
ef2e52ce31,paid,0,Educacion
0a8db1e8f3,loan,0,Otros
215683282a,paid,0,Otros
33aa182dc3,paid,2,Educacion
3a48aac1cb,paid,0,Otros
42f34ca7d6,paid,1,Educacion
5f7cb16eb1,paid,0,Educacion
97fbd06d93,paid,3,Educacion
9f97fd4a74,paid,2,Otros
a29a5cddae,paid,0,Inversion
d76a9df656,paid,0,Otros
d90c04c19d,paid,1,Otros
f61161d9de,paid,1,Inversion
0c5389a1c3,paid,1,Otros
1763b8668a,paid,2,Inversion
26f1836ac9,paid,0,Educacion
29bc010169,paid,1,Otros
321e58dbfd,paid,0,Educacion
3958762f0b,paid,3,Personal
3e969005cc,loan,2,Inversion
5e17b4f858,loan,0,Inversion
69a9dd7bd0,paid,0,Educacion
6a0e7d5f55,paid,2,Personal
8484728ea3,paid,1,Personal
a64b6f0a8f,paid,1,Educacion
b33eaebca8,paid,0,Personal
b472fe1b0d,paid,1,Otros
bf8c1a0e4c,paid,1,Educacion
05de5e55d1,paid,0,Otros
1406bdbb3f,paid,0,Inversion
383d454e73,paid,0,Otros
498c6a2b54,paid,0,Personal
5098a86db7,paid,0,Otros
5e9f912efd,loan,1,Otros
80d36fb43a,loan,0,Otros
8571b62188,paid,0,Inversion
99d7bb2019,paid,3,Educacion
bcb20b47eb,loan,3,Otros
c0a23580fe,paid,0,Inversion
c7d555574e,paid,0,Inversion
e6e176d98b,paid,0,Educacion
cdb489048b,paid,0,Inversion
d939f69981,paid,0,Inversion
efde911e0e,paid,0,Inversion
4b99a5338e,paid,0,Inversion
56163cc7c6,paid,0,Inversion
af123a9ac4,loan,0,Otros
732e9b3130,paid,1,Educacion
8c0bc1d7f9,loan,0,Otros
0d9d269d1d,paid,0,Otros
14f81d1cf4,paid,0,Inversion
290a7dce1a,paid,1,Otros
4f06071290,paid,1,Otros
ca57b5ae34,paid,1,Educacion
e0698828a8,paid,0,Educacion
e2490075b0,paid,0,Inversion
e7520a0e2e,paid,2,Educacion
ece43bd333,paid,0,Inversion
0bf41c7451,paid,1,Inversion
2b062502fc,paid,1,Educacion
2d0bd1545b,paid,0,Inversion
3b442d2da8,paid,0,Otros
4470e61c50,paid,1,Educacion
49e6025a44,paid,3,Otros
5c4f812902,paid,1,Inversion
5ef1ed854a,paid,1,Personal
6164085bd3,paid,2,Otros
65de4bf77b,paid,1,Inversion
6d0ef25de6,loan,0,Otros
73ee8e1927,paid,1,Educacion
8c3d00460a,paid,1,Inversion
a0e34a4e13,paid,3,Otros
a2878675aa,paid,0,Personal
ac81a1c83c,loan,3,Otros
aca4c440b6,loan,1,Otros
b3e95e003a,paid,1,Otros
be2ed47d85,paid,0,Personal
bf50081211,paid,3,Inversion
c3b1a720e8,paid,0,Otros
c5df7752bf,paid,0,Otros
ce3e03f686,paid,1,Inversion
ce96e53529,paid,0,Educacion
e480bdf4cb,paid,0,Otros
ee86103693,paid,0,Inversion
f34cf7280b,paid,0,Educacion
f7505999c1,loan,3,Educacion
f9e1b30c59,loan,0,Inversion
fc51ec71a3,paid,2,Educacion
0302d2f669,paid,0,Otros
0a9c48bc1a,paid,0,Educacion
0.00E+00,paid,3,Inversion
2ad9ccc99a,paid,0,Otros
2b7b609b60,paid,0,Educacion
360fd5b796,paid,0,Inversion
39249c2b41,paid,2,Inversion
3c6769669f,loan,0,Otros
3f9292762a,paid,0,Personal
40922a45f0,paid,0,Educacion
45a74b5759,paid,2,Educacion
5056d778d5,paid,1,Personal
5daee2df3d,paid,2,Inversion
609d7afe45,paid,0,Otros
6185726114,paid,1,Otros
6244ba8ef3,paid,0,Inversion
6c51acd6ff,paid,1,Inversion
6c69e1d324,paid,1,Personal
74bf5b0a69,paid,1,Personal
7609b4e865,paid,0,Otros
7d34ff7230,paid,2,Educacion
8074707142,paid,1,Educacion
89a6187026,paid,0,Inversion
941f86c800,paid,0,Inversion
987228c898,loan,3,Educacion
9bd887a2b5,paid,2,Inversion
9cdaa3939c,paid,1,Educacion
abe4744364,paid,1,Otros
b6da1211da,loan,0,Otros
b988c7908c,paid,0,Educacion
baa602581a,paid,1,Inversion
cb6b640b04,paid,0,Inversion
ced824ad8e,paid,1,Otros
cefd7c521f,loan,1,Personal
d11adcd79a,paid,0,Educacion
d26ef6b935,paid,1,Educacion
d7e533ecbf,paid,0,Personal
d872eb77ee,paid,0,Otros
dae344590c,loan,1,Inversion
de3ff05bcf,paid,2,Otros
df6094f709,loan,1,Otros
e0590b7e41,paid,0,Inversion
e151411fcb,paid,0,Educacion
e349602dd5,paid,0,Personal
ea6cab7009,paid,3,Inversion
ebb0ba205b,loan,2,Otros
ed384b829d,paid,0,Inversion
f4888e04e3,paid,1,Otros
f4a87b3e5b,paid,3,Otros
f8074d13cb,paid,1,Educacion
fdecc6a5e4,paid,0,Personal
0178b85e1f,paid,1,Otros
02e9c19c6b,paid,0,Personal
0b16522b0d,paid,0,Inversion
0cbd85cf79,paid,2,Otros
11acadf3d2,paid,0,Otros
196ab0abb3,paid,2,Inversion
1deee8fe1c,loan,0,Educacion
21547fbf7a,paid,3,Educacion
23a63462f5,paid,0,Otros
26eebceca9,paid,1,Educacion
2861c90dd1,paid,0,Otros
2ca58b0c84,paid,0,Otros
2dd5136aa6,paid,0,Otros
34a4db9c59,loan,0,Inversion
34d509e1a3,paid,2,Educacion
35eae0339d,paid,0,Inversion
376a4a1aac,loan,2,Inversion
377e37d04b,paid,0,Otros
38a0fa6226,paid,0,Inversion
3beaafb1c6,paid,1,Otros
44f6da134e,paid,0,Otros
462dcc58ab,paid,0,Inversion
497f1e8a04,paid,0,Educacion
4c4f9be3e8,paid,0,Educacion
4dd453398a,paid,0,Personal
51fd070f4a,loan,0,Personal
552c0a5b90,paid,2,Inversion
6455daa92a,paid,2,Educacion
6643d35e47,paid,3,Educacion
6fc0013027,paid,0,Otros
703dbeacc9,paid,0,Inversion
7.06E+10,paid,0,Educacion
735df7db09,paid,3,Inversion
79f13d19fd,paid,0,Educacion
7c7d7764fd,paid,0,Educacion
848c449fc0,paid,0,Otros
946c68d1db,paid,1,Inversion
94a443b515,paid,2,Otros
9b9f24d982,paid,0,Educacion
9e4a127a7d,paid,2,Otros
a18a7a921d,paid,0,Personal
a2e8fea0c1,paid,0,Otros
a710b813f5,paid,1,Otros
a8ca7e60cb,paid,0,Inversion
b1a1deed84,paid,0,Educacion
b2bed7750c,paid,3,Educacion
b33ab1e875,paid,0,Educacion
b3a63f2969,paid,0,Inversion
b49662a38c,paid,1,Personal
c1ca40a4b1,paid,1,Educacion
c5989c8722,paid,1,Personal
c6b1ee847c,paid,0,Inversion
caf2ce79c3,paid,0,Educacion
d3571384dd,paid,0,Educacion
d9ff7604d4,paid,0,Educacion
dd287a3091,paid,0,Otros
de2f5a4ed4,paid,0,Otros
e0b9a080ea,loan,0,Otros
ec2b0a7e7b,paid,3,Otros
ec9d664aaf,paid,1,Educacion
eddfc07c4a,paid,3,Educacion
eec06fff23,paid,1,Inversion
f4819422f8,paid,0,Educacion
ff9d5ff40c,loan,0,Educacion
044dcf8db2,paid,1,Personal
049b8046c6,paid,2,Educacion
08c11f3347,loan,0,Otros
0987a4074e,paid,1,Otros
0be245d010,paid,0,Otros
0c3b135beb,loan,1,Personal
0ce07a07b4,paid,1,Otros
0e28263caf,loan,0,Inversion
1045cda888,paid,0,Otros
110fd68d7f,paid,1,Educacion
119d254880,paid,0,Educacion
155b37ad4e,paid,0,Personal
1665b0781c,paid,0,Personal
18de09ad0f,paid,1,Educacion
1c5734643d,paid,3,Educacion
2026ce1a38,paid,0,Otros
224842e3ec,paid,0,Educacion
260b19266b,paid,2,Inversion
2c3131ba68,paid,0,Otros
3ed0927e7f,paid,0,Personal
3f02389cca,paid,2,Inversion
4379d26b16,paid,1,Educacion
455f46b904,paid,0,Inversion
4c5b73dc6f,paid,1,Personal
4e5d7fb98e,loan,1,Inversion
523ba241d1,paid,2,Otros
53db9d79b6,loan,0,Otros
572db79ba4,paid,1,Inversion
57bb5f5307,paid,2,Educacion
5c33fed49c,loan,0,Educacion
5cee9a65a6,paid,1,Educacion
5d8c7b948b,paid,1,Otros
5f45ed9a27,paid,0,Otros
62dc9ea56d,paid,2,Inversion
659180a767,paid,0,Personal
6694ee8b7d,paid,3,Otros
6d36b64c3f,paid,0,Personal
7149fc2f40,loan,0,Otros
78c8189642,paid,1,Inversion
79b480b834,paid,2,Inversion
79c127d494,paid,0,Inversion
8157c480e2,paid,3,Otros
830ae07e61,loan,3,Otros
842d2468a2,loan,1,Personal
84c08bbee6,paid,1,Personal
87239f46ae,paid,1,Educacion
89ba485ff4,paid,1,Otros
8ac87ea085,paid,3,Inversion
8fc572e956,paid,0,Educacion
91f1ebfb14,paid,2,Otros
93a77cb086,paid,0,Otros
94e862c7de,paid,0,Personal
9a3cd4203f,loan,1,Otros
9f9562942c,loan,1,Personal
a38b236cc7,paid,0,Otros
a56eda4b14,paid,0,Inversion
a6b62c4a44,paid,0,Educacion
a7ae4f79c3,paid,2,Personal
a98e1e42ee,paid,0,Educacion
a9ffedd9d8,paid,3,Otros
abf175f4c6,paid,0,Otros
aea810cdfc,paid,1,Otros
b56d54ac36,paid,0,Educacion
b5f5c623bd,paid,1,Educacion
bb425dce8d,paid,1,Otros
bdadd5c1e8,paid,0,Educacion
be52456e50,paid,0,Otros
bfdd13b7ed,paid,0,Otros
c137f20c28,paid,2,Inversion
c436f8b713,paid,1,Inversion
c8232d5561,paid,0,Personal
c8be38975f,paid,1,Otros
c929086262,paid,2,Otros
cc2752ba20,loan,3,Otros
cd076101fd,paid,0,Otros
cf2da9573b,paid,1,Otros
d027336c17,paid,2,Inversion
d57ee67b10,paid,2,Inversion
dac49da30f,paid,1,Inversion
ddc9dd163d,loan,1,Inversion
dde12c0074,paid,0,Inversion
e5022d83bd,paid,0,Personal
ec3dadaa19,paid,2,Personal
ef2273881c,paid,0,Educacion
ef7ab37a9e,paid,2,Educacion
f4a14d7035,paid,2,Educacion
f5c9874df3,paid,1,Personal
018c2541a3,paid,0,Otros
01be89eb05,paid,1,Educacion
020d88e550,paid,0,Educacion
0295e17d9c,paid,0,Inversion
0792fb8e7e,paid,1,Personal
09b6753342,paid,3,Otros
0b5ca368d0,loan,1,Inversion
0ba4f02de3,paid,3,Otros
0bd0d05232,paid,2,Otros
0f6c97f423,paid,3,Otros
1749bb4990,paid,1,Inversion
175babb23a,loan,0,Otros
19e80de0c2,paid,1,Educacion
1bf61bd0f2,loan,2,Inversion
1f9a7d15a4,loan,3,Personal
235e136f0d,paid,3,Otros
27e857dc98,paid,3,Educacion
30d11820b3,loan,1,Educacion
30f8cd9c42,paid,1,Educacion
31d9093ba7,paid,1,Educacion
33233c6ffe,paid,0,Inversion
381364ce4b,paid,1,Otros
4deb819840,paid,0,Inversion
4f158e836e,paid,0,Otros
5772fb39a3,paid,2,Inversion
601b81c2c1,paid,0,Inversion
646cd99fbe,paid,0,Personal
6bba619e99,paid,3,Educacion
6c650d1544,loan,0,Educacion
6d9cddedc3,paid,0,Personal
703e0664b3,paid,0,Inversion
7827e7079b,loan,0,Otros
7cb6de6a25,loan,1,Otros
7e0864a26c,paid,0,Educacion
7ebd6a3c32,paid,3,Otros
81846ce6ac,loan,0,Inversion
827bc74562,paid,0,Personal
83ced34b2a,paid,0,Inversion
85950f90b4,paid,0,Otros
893cfbdb58,paid,0,Otros
8baa61d6f8,paid,0,Educacion
8f81b30ab6,paid,0,Educacion
932fb62954,paid,3,Educacion
959af0edc4,loan,0,Otros
95b85f9ca9,loan,1,Inversion
96a624093e,loan,1,Otros
9742469a6e,loan,0,Otros
9f16988df1,paid,0,Educacion
9f632bbfba,paid,0,Inversion
a29ee50a3b,loan,0,Inversion
a409a0a290,paid,3,Otros
a4bb969560,paid,0,Otros
a5168c3f6d,paid,1,Inversion
a6dd924fde,paid,1,Inversion
ac0cbb6130,paid,1,Personal
b6be93c4fb,paid,1,Otros
bf9d8aef11,paid,0,Educacion
c1669721db,loan,3,Otros
c31f806f17,paid,0,Educacion
c3a60ba74c,paid,0,Inversion
c907d145df,paid,0,Inversion
cde77001f4,paid,0,Educacion
d1cc9c4356,loan,0,Inversion
d4884ec1a3,paid,0,Otros
d7339ef616,paid,1,Educacion
db26630e8e,paid,1,Educacion
df112410e2,loan,2,Personal
df1a7fc26c,paid,0,Educacion
e29ed1e5fd,paid,2,Inversion
e4769b7ff4,paid,0,Inversion
e8848b7d42,loan,0,Personal
ea3593b324,paid,1,Otros
f03888262f,paid,3,Otros
f1079f0d47,paid,0,Educacion
f31f944626,paid,0,Otros
f64a4df510,paid,1,Otros
f92786de42,paid,0,Otros
fdf251fe82,paid,3,Educacion
ff54901025,paid,3,Inversion
00524f984a,paid,2,Educacion
05bc791cc6,paid,0,Personal
077f96f7d2,paid,2,Otros
0e801e6bce,paid,0,Educacion
119db98224,paid,3,Educacion
1a77de61ef,paid,0,Inversion
1b7657abcc,paid,0,Otros
1c16b1170d,paid,0,Otros
27056952ac,paid,3,Educacion
2bc4a09b32,paid,3,Otros
2ef6c48cf9,paid,0,Otros
30d46d3a46,paid,0,Educacion
322e894bb5,paid,1,Educacion
32f998f683,paid,0,Inversion
3464e1ea9a,paid,2,Otros
380663bcfe,loan,2,Educacion
3d27e4733c,paid,3,Personal
40d2bedfcf,paid,0,Educacion
